Name,Height_cm,Height_ft,Weight_kg,Weight_lbs,Age_yrs,Position,Cleaned_Position,Team_Name,Team_URL
Rasmus Asplund,180,5.905511811023622,83.007336,183,26,Forward,forward,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Uvis Balinskis,178,5.83989501312336,76.203456,168,28,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Aleksander Barkov,191,6.266404199475065,96.161504,212,29,Centre,centre,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Sam Bennett,185,6.069553805774278,90.7184,200,28,Forward,forward,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Michael Benning,175,5.741469816272966,82.100152,181,22,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Adam Boqvist,180,5.905511811023622,82.100152,181,24,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Jesper Boqvist,183,6.003937007874016,81.64656,180,25,Centre,centre,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Tobias Björnfot,183,6.003937007874016,84.821704,187,23,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Sergei Bobrovsky,188,6.167979002624672,82.553744,182,35,Goaltender,goaltender,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Aaron Ekblad,193,6.332020997375328,99.79024,220,28,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
MacKenzie Entwistle,191,6.266404199475065,83.460928,184,25,Right wing,rightwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Gustav Forsling,183,6.003937007874016,82.100152,181,28,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Jonah Gadjovich,188,6.167979002624672,94.80072799999999,209,25,Left wing,leftwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
A. J. Greer,191,6.266404199475065,92.98636,205,27,Left wing,leftwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Matt Kiersted,183,6.003937007874016,82.100152,181,26,Defense,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Spencer Knight,191,6.266404199475065,87.089664,192,23,Goaltender,goaltender,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Dmitry Kulikov,185,6.069553805774278,92.532768,204,33,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Will Lockwood,180,5.905511811023622,78.017824,172,26,Right wing,rightwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Anton Lundell,185,6.069553805774278,83.91452,185,22,Centre,centre,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Eetu Luostarinen,191,6.266404199475065,86.18248,190,26,Center,centre,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Jaycob Megna,198,6.496062992125984,99.79024,220,31,Defense,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Niko Mikkola,196,6.430446194225722,89.811216,198,28,Defence,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Tomáš Nosek,188,6.167979002624672,95.25431999999999,210,32,Left wing,leftwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Sam Reinhart,185,6.069553805774278,87.089664,192,28,Forward,forward,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Evan Rodrigues,180,5.905511811023622,83.460928,184,31,Forward,forward,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Mackie Samoskevich,180,5.905511811023622,86.18248,190,21,Center,centre,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Nate Schmidt,183,6.003937007874016,87.996848,194,33,Defense,defence,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Justin Sourdif,180,5.905511811023622,81.64656,180,22,Right Wing,rightwinger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Matthew Tkachuk,188,6.167979002624672,95.25431999999999,210,26,Winger,winger,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Carter Verhaeghe,188,6.167979002624672,82.100152,181,29,Forward,forward,Florida_Panthers,https://en.wikipedia.org/wiki/Template:Florida_Panthers_roster
Josh Anderson,191,6.266404199475065,102.511792,226,30,Right wing,rightwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Joel Armia,191,6.266404199475065,96.161504,212,31,Right wing,rightwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Alex Barré-Boulet,178,5.83989501312336,77.11064,170,27,Centre,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Justin Barron,188,6.167979002624672,91.625584,202,22,Defence,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Cole Caufield,173,5.675853018372703,79.3786,175,23,Winger,winger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Kirby Dach,193,6.332020997375328,98.429464,217,23,Centre,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Christian Dvorak,183,6.003937007874016,84.821704,187,28,Center,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Jake Evans,185,6.069553805774278,84.821704,187,28,Centre,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Brendan Gallagher,175,5.741469816272966,83.007336,183,32,Right wing,rightwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Kaiden Guhle,188,6.167979002624672,91.625584,202,22,Defence,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Rafaël Harvey-Pinard,175,5.741469816272966,83.007336,183,25,Left wing,leftwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Lane Hutson,178,5.83989501312336,73.481904,162,20,Defense,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Patrik Laine,196,6.430446194225722,93.439952,206,26,Right wing,rightwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Mike Matheson,188,6.167979002624672,87.543256,193,30,Defence,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Samuel Montembeault,191,6.266404199475065,100.697424,222,27,Goaltender,goaltender,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Alex Newhook,178,5.83989501312336,90.264808,199,23,Centre,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Michael Pezzetta,185,6.069553805774278,97.975872,216,26,Left wing,leftwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Carey Price,191,6.266404199475065,98.429464,217,37,Goaltender,goaltender,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Cayden Primeau,191,6.266404199475065,90.7184,200,25,Goaltender,goaltender,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
David Savard,185,6.069553805774278,107.954896,238,33,Defence,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Juraj Slafkovský,191,6.266404199475065,104.32616,230,20,Left wing,leftwinger,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Nick Suzuki,180,5.905511811023622,96.161504,212,25,Centre,centre,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Arber Xhekaj,193,6.332020997375328,108.86207999999999,240,23,Defence,defence,Montreal_Canadiens,https://en.wikipedia.org/wiki/Template:Montreal_Canadiens_roster
Michael Amadio,185,6.069553805774278,92.532768,204,28,Centre / Right wing,centre/rightwinger,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Drake Batherson,191,6.266404199475065,84.821704,187,26,Right wing,rightwinger,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Jacob Bernard-Docker,185,6.069553805774278,84.821704,187,24,Defence,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Thomas Chabot,188,6.167979002624672,86.18248,190,27,Defence,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Nick Cousins,180,5.905511811023622,83.91452,185,31,Centre,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Anton Forsberg,191,6.266404199475065,87.089664,192,31,Goaltender,goaltender,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Claude Giroux,180,5.905511811023622,83.91452,185,36,Forward,forward,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Noah Gregor,183,6.003937007874016,86.18248,190,26,Centre,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Ridly Greig,185,6.069553805774278,83.007336,183,22,Centre,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Maxence Guenette,185,6.069553805774278,82.100152,181,23,Defence,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Travis Hamonic,188,6.167979002624672,92.98636,205,34,Defence,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Matthew Highmore,180,5.905511811023622,85.275296,188,28,Centre/Left wing,centre/leftwinger,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Nick Jensen,183,6.003937007874016,88.904032,196,33,Defense,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Tyler Kleven,193,6.332020997375328,90.7184,200,22,Defense,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Nikolas Matinpalo,191,6.266404199475065,93.893544,207,25,Defence,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Zack MacEwen,191,6.266404199475065,92.98636,205,28,Forward,forward,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Josh Norris,185,6.069553805774278,86.18248,190,25,Center,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
David Perron,183,6.003937007874016,90.7184,200,36,Left wing,leftwinger,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Shane Pinto,188,6.167979002624672,87.089664,192,23,Center,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Jake Sanderson,188,6.167979002624672,92.079176,203,22,Defense,defence,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Mads Søgaard,201,6.594488188976378,88.904032,196,23,Goaltender,goaltender,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Tim Stützle,183,6.003937007874016,89.357624,197,22,Centre,centre,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Brady Tkachuk,193,6.332020997375328,100.243832,221,24,Left wing,leftwinger,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Linus Ullmark,193,6.332020997375328,96.161504,212,31,Goaltender,goaltender,Ottawa_Senators,https://en.wikipedia.org/wiki/Template:Ottawa_Senators_roster
Cam Atkinson,173,5.675853018372703,82.553744,182,35,Right wing,rightwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Erik Černák,193,6.332020997375328,101.604608,224,27,Defence,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Mitchell Chaffee,183,6.003937007874016,92.98636,205,26,Right wing,rightwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Anthony Cirelli,183,6.003937007874016,85.728888,189,27,Center,centre,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Mikey Eyssimont,183,6.003937007874016,91.171992,201,28,Center / Left wing,centre/leftwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Zemgus Girgensons,185,6.069553805774278,86.18248,190,30,Forward,forward,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Luke Glendening,180,5.905511811023622,86.18248,190,35,Center,centre,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Jake Guentzel,180,5.905511811023622,81.64656,180,29,Left wing,leftwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Brandon Hagel,188,6.167979002624672,81.192968,179,26,Left wing,leftwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Victor Hedman,201,6.594488188976378,111.583632,246,33,Defence,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Jonas Johansson,196,6.430446194225722,99.79024,220,28,Goaltender,goaltender,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Nikita Kucherov,180,5.905511811023622,81.64656,180,31,Right wing,rightwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Ryan McDonagh,185,6.069553805774278,96.615096,213,35,Defense,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
J.J. Moser,185,6.069553805774278,79.3786,175,24,Defence,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Nick Paul,191,6.266404199475065,101.151016,223,29,Centre / left wing,centre/leftwinger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Nick Perbix,191,6.266404199475065,91.625584,202,26,Defense,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Brayden Point,180,5.905511811023622,81.64656,180,28,Centre,centre,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Darren Raddysh,185,6.069553805774278,90.7184,200,28,Defense,defence,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Conor Sheary,175,5.741469816272966,81.192968,179,32,Winger,winger,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Andrei Vasilevskiy,193,6.332020997375328,99.79024,220,30,Goaltender,goaltender,Tampa_Bay_Lightning,https://en.wikipedia.org/wiki/Template:Tampa_Bay_Lightning_roster
Nick Abruzzese,180,5.905511811023622,81.64656,180,25,Center,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Simon Benoit,191,6.266404199475065,86.18248,190,25,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Easton Cowan,180,5.905511811023622,83.91452,185,19,Right wing,rightwinger,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Connor Dewar,178,5.83989501312336,82.100152,181,25,Centre,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Max Domi,178,5.83989501312336,94.347136,208,29,Forward,forward,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Oliver Ekman-Larsson,188,6.167979002624672,86.636072,191,33,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Dennis Hildeby,198,6.496062992125984,106.140528,234,23,Goaltender,goaltender,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Pontus Holmberg,178,5.83989501312336,78.925008,174,25,Left wing,leftwinger,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Calle Järnkrok,180,5.905511811023622,84.368112,186,32,Center,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
David Kämpf,188,6.167979002624672,87.089664,192,29,Forward,forward,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Matthew Knies,191,6.266404199475065,98.429464,217,21,Forward,forward,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Mikko Kokkonen,180,5.905511811023622,87.996848,194,23,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Timothy Liljegren,183,6.003937007874016,87.543256,193,25,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Mitch Marner,183,6.003937007874016,82.100152,181,27,Right wing,rightwinger,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Auston Matthews,191,6.266404199475065,97.52228,215,26,Center,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Jake McCabe,185,6.069553805774278,92.98636,205,30,Defense,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Bobby McMann,188,6.167979002624672,94.347136,208,28,Centre,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Dakota Mermis,183,6.003937007874016,88.904032,196,30,Defense,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Fraser Minten,188,6.167979002624672,87.089664,192,20,Centre,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Matt Murray,193,6.332020997375328,80.739376,178,30,Goaltender,goaltender,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Philippe Myers,196,6.430446194225722,94.80072799999999,209,27,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Topi Niemelä,183,6.003937007874016,77.11064,170,22,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
William Nylander,183,6.003937007874016,91.625584,202,28,Forward,forward,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Ryan Reaves,188,6.167979002624672,102.0582,225,37,Right wing,rightwinger,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Morgan Rielly,185,6.069553805774278,98.429464,217,30,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Marshall Rifai,183,6.003937007874016,83.91452,185,26,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Nicholas Robertson,175,5.741469816272966,73.028312,161,23,Left wing,leftwinger,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Alex Steeves,180,5.905511811023622,83.91452,185,24,Forward,forward,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Anthony Stolarz,198,6.496062992125984,110.222856,243,30,Goaltender,goaltender,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Christopher Tanev,188,6.167979002624672,87.543256,193,34,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
John Tavares,185,6.069553805774278,97.975872,216,33,Centre,centre,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Conor Timmins,188,6.167979002624672,83.91452,185,25,Defence,defence,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Joseph Woll,193,6.332020997375328,92.079176,203,26,Goaltender,goaltender,Toronto_Maple_Leafs,https://en.wikipedia.org/wiki/Template:Toronto_Maple_Leafs_roster
Sebastian Aho,183,6.003937007874016,79.83219199999999,176,27,Centre / Left wing,centre/leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Frederik Andersen,193,6.332020997375328,104.32616,230,34,Goaltender,goaltender,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jackson Blake,180,5.905511811023622,78.471416,173,21,Right wing,rightwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Brent Burns,196,6.430446194225722,104.32616,230,39,Defence / Right wing,defence/rightwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
William Carrier,188,6.167979002624672,96.161504,212,29,Left wing,leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jalen Chatfield,185,6.069553805774278,85.275296,188,28,Defense,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jack Drury,183,6.003937007874016,83.91452,185,24,Center,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jesper Fast,183,6.003937007874016,83.91452,185,32,Right wing,rightwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Shayne Gostisbehere,180,5.905511811023622,81.64656,180,31,Defense,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Seth Jarvis,178,5.83989501312336,79.3786,175,22,Centre,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Tyson Jost,180,5.905511811023622,87.996848,194,26,Centre / Left Wing,centre/leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Pyotr Kochetkov,191,6.266404199475065,92.98636,205,25,Goaltender,goaltender,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jesperi Kotkaniemi,188,6.167979002624672,91.171992,201,24,Centre,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Brendan Lemieux,185,6.069553805774278,97.52228,215,28,Left wing,leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Spencer Martin,191,6.266404199475065,91.171992,201,29,Goaltender,goaltender,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jordan Martinook,183,6.003937007874016,91.625584,202,32,Left wing,leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Scott Morrow,188,6.167979002624672,87.996848,194,21,Defense,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Bradly Nadeau,178,5.83989501312336,73.028312,161,19,Left wing,leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Martin Nečas,185,6.069553805774278,80.739376,178,25,Forward,forward,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Dmitry Orlov,183,6.003937007874016,92.079176,203,33,Defence,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Eric Robinson,188,6.167979002624672,91.171992,201,29,Left wing,leftwinger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jack Roslovic,185,6.069553805774278,84.821704,187,27,Center,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jaccob Slavin,191,6.266404199475065,88.45044,195,30,Defense,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Jordan Staal,193,6.332020997375328,99.79024,220,36,Centre,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Riley Stillman,185,6.069553805774278,86.18248,190,26,Defence,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Ryan Suzuki,185,6.069553805774278,86.636072,191,23,Centre,centre,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Andrei Svechnikov,188,6.167979002624672,83.91452,185,24,Winger,winger,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Sean Walker,180,5.905511811023622,88.904032,196,29,Defence,defence,Carolina_Hurricanes,https://en.wikipedia.org/wiki/Template:Carolina_Hurricanes_roster
Gavin Brindley,175,5.741469816272966,77.11064,170,19,Right wing,rightwinger,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Yegor Chinakhov,180,5.905511811023622,81.192968,179,23,Right Wing,rightwinger,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Justin Danforth,175,5.741469816272966,82.100152,181,31,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Adam Fantilli,188,6.167979002624672,84.821704,187,19,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Dylan Gambrell,183,6.003937007874016,83.91452,185,28,Center,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Erik Gudbranson,196,6.430446194225722,99.79024,220,32,Defence,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Jordan Harris,180,5.905511811023622,81.192968,179,24,Defense,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Boone Jenner,188,6.167979002624672,93.439952,206,31,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Jack Johnson,185,6.069553805774278,102.965384,227,37,Defense,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Kent Johnson,183,6.003937007874016,79.3786,175,21,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Sean Kuraly,188,6.167979002624672,97.52228,215,31,Center,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
